run_name,metric,step,value
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,67360,1.1695473194122314
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,74096,1.1495585441589355
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,80832,1.1505992412567139
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,87568,1.142582893371582
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,94304,1.1439687013626099
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,101040,1.1375372409820557
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,107776,1.1380103826522827
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,114512,1.1267677545547485
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,121248,1.1329180002212524
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,127984,1.1164264678955078
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,134720,1.120078444480896
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,141456,1.123453140258789
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,148192,1.1287087202072144
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,154928,1.119046688079834
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,161664,1.1170039176940918
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,168400,1.1237436532974243
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,175136,1.1136524677276611
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,181872,1.1198837757110596
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,188608,1.087432622909546
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,195344,1.0829432010650635
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,202080,1.0938622951507568
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,208816,1.0805778503417969
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,215552,1.0612709522247314
dna-bolinas-scaling-v0.5-h1920-p1B,train/loss,215573,1.0713019371032715
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,0,2.3224570751190186
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,6736,1.2106083631515503
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,13472,1.1638602018356323
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,20208,1.0920202732086182
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,26944,1.0083091259002686
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,33680,0.9510349631309509
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,40416,0.9091255068778992
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,47152,0.8813797235488892
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,53888,0.8612846732139587
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,60624,0.8441026210784912
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,67360,0.8299448490142822
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,74096,0.8169004917144775
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,80832,0.8037073612213135
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,87568,0.7966683506965637
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,94304,0.7871490120887756
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,101040,0.7820606827735901
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,107776,0.7750889658927917
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,114512,0.7684917449951172
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,121248,0.7610876560211182
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,127984,0.7560346722602844
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,134720,0.751305103302002
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,141456,0.7500633001327515
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,148192,0.7455689907073975
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,154928,0.7413468360900879
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,161664,0.7362251281738281
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,168400,0.7347761988639832
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,175136,0.7260357141494751
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,181872,0.7120370864868164
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,188608,0.6964648365974426
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,195344,0.6818959712982178
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,202080,0.6668642163276672
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,208816,0.6553434133529663
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,215552,0.6489002704620361
dna-bolinas-scaling-v0.5-h2432-p2B,eval/loss,215573,0.6488915681838989
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,0,2.5256805419921875
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,6736,1.3015655279159546
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,13472,1.2718253135681152
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,20208,1.242486596107483
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,26944,1.2086354494094849
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,33680,1.1826844215393066
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,40416,1.172486424446106
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,47152,1.1587462425231934
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,53888,1.1462712287902832
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,60624,1.1280508041381836
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,67360,1.1464054584503174
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,74096,1.1277046203613281
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,80832,1.1267507076263428
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,87568,1.1215726137161255
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,94304,1.1214607954025269
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,101040,1.1150926351547241
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,107776,1.1169452667236328
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,114512,1.1048156023025513
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,121248,1.1084649562835693
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,127984,1.0928205251693726
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,134720,1.0964123010635376
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,141456,1.0995512008666992
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,148192,1.1040353775024414
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,154928,1.0972681045532227
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,161664,1.094531774520874
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,168400,1.0983448028564453
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,175136,1.0903816223144531
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,181872,1.0970228910446167
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,188608,1.061907410621643
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,195344,1.0551509857177734
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,202080,1.0686616897583008
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,208816,1.055518388748169
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,215552,1.0318480730056763
dna-bolinas-scaling-v0.5-h2432-p2B,train/loss,215573,1.0433094501495361
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,0,2.2842884063720703
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,6736,1.2071295976638794
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,13472,1.1518279314041138
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,20208,1.0600477457046509
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,26944,0.9778534770011902
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,33680,0.9183434844017029
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,40416,0.8777202367782593
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,47152,0.8496549725532532
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,53888,0.8255020976066589
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,60624,0.8104478120803833
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,67360,0.7967768907546997
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,74096,0.7812063097953796
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,80832,0.7690261602401733
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,87568,0.7610751390457153
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,94304,0.7516500353813171
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,101040,0.7440438270568848
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,107776,0.7387012839317322
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,114512,0.7312338948249817
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,121248,0.7247422337532043
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,127984,0.718453049659729
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,134720,0.7144052982330322
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,141456,0.7117448449134827
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,148192,0.7071284055709839
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,154928,0.7018417716026306
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,161664,0.6974278092384338
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,168400,0.6961220502853394
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,175136,0.684749960899353
dna-bolinas-scaling-v0.5-h2944-p4B,eval/loss,181872,0.6703208088874817
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,0,2.314582109451294
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,6736,1.3006199598312378
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,13472,1.2673150300979614
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,20208,1.2330641746520996
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,26944,1.1946256160736084
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,33680,1.1691999435424805
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,40416,1.158327341079712
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,47152,1.1443216800689697
